ID,INCIDENT,DATE,TIME,ADDRESS,ZIP,BATTALION/SHIFT,MAPSCO,COUNCIL_DISTRICT,CENSUS_TRACT,STRUCTURE_TYPE,NO_OF_STORIES,CONSTRUCTION,CAUSE,TOTAL_VALUE,STRUCTURE_LOSS,CONTENTS_LOSS,TOTAL_SAVED,SPRINKER_SYS,ALARM_SYS
18142,2020146037,07/02/2020,07:44 PM,9030 MARKVILLE DR,75243,4/B,16Z,10,7804,APARTMENTS,3,,INCENDIARY,17678500,0,0,17678500,NO,YES
18180,2020156592,07/14/2020,12:58 PM,8910 SOUTHWESTERN  BLVD,75214,4/B,36D,14,7903,APARTMENTS,3,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,49779100,-2000,0,49777100,YES,YES
18212,2020165113,07/24/2020,11:27 PM,3913 GANNON LN,75237,6/C,73A,8,16607,APARTMENTS,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,8388910,-15000,0,8373910,NO,YES
18277,2020130105,06/14/2020,12:38 PM,915 GRIGSBY AVE,75204,3/B,46A,2,1504,APARTMENTS,2,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,20000,-15000,-1500,3500,NO,YES
18311,2020138387,06/23/2020,07:50 PM,5203 GASTON AVE,75214,3/B,46B,14,1400,APARTMENTS,2,WOOD,UNDETERMINED,2731000,-50000,-1000,2680000,NO,NO
18239,2020119629,06/02/2020,12:28 PM,10526 LONGMEADOW DR,75238,4/A,28N,10,13005,GARAGE,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,41000,-40000,-1000,0,NO,NO
18175,2020154729,07/12/2020,11:25 AM,4003 ELSIE FAYE HEGGINS ST,75210,1/C,47S,7,3901,DART RAIL LIGHT RAIL CAR,,,INCENDIARY,7300000,-100,0,7299900,NO,NO
18187,2020158794,07/17/2020,06:30 AM,4712 2ND  AVE,75210,3/B,46Z,7,3901,UTILITY POLE,,,UNDETERMINED,122300,-200,0,122100,NO,UNK
18265,2020126479,06/10/2020,04:24 AM,6158 TYRONE DR,75236,6/C,61B-H,3,16520,DWELLING,1,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS OTHER,58340,-5000,-100,53240,N/A,NO
18299,2020133915,06/18/2020,01:11 AM,2314 W ILLINOIS AVE,75224,6/C,53V,4,6301,COMMERCIAL,1,,UNSPECIFIED SHORT CIRCUIT ARC,351000,-35000,0,316000,NO,NO
18205,2020162992,07/22/2020,11:00 AM,6415 MELODY LN,75231,4/A,26Y,13,7818,APARTMENTS,2,WOOD,UNDETERMINED,14620000,-10000,-30000,14580000,NO,NO
18296,2020131474,06/16/2020,03:06 AM,1819 E OVERTON RD,75216,5/C,55X,4,5700,VEHICLE,2010,CHRYSLER 300,INCENDIARY,4500,-2000,0,2500,N/A,
18394,2020191201,08/24/2020,10:28 PM,7780 MCCALLUM BLVD,75252,2/A,6J,12,31720,APARTMENTS,3,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,3584250,-200,0,3584050,NO,UNK
18336,,08/06/2020,12:56 AM,658 BAYSHORE PL,75217,8/C-E,69C-E,,,DWELLING,1,WOOD,EXPOSURE (UNDETERMINED),128280,-20000,0,108280,NO,UNK
18334,2020174285,08/05/2020,12:11 PM,2127 CROWN RD,75229,7/C,22C,6,9900,COMMERCIAL,1,,UNSPECIFIED SHORT CIRCUIT ARC,950000,-10000,-5000,935000,NO,NO
18344,,08/06/2020,05:03 AM,5333 W KIEST BLVD,75211,6/C-E,52X-E,,,VEHICLE,2018,HYUNDAI SANTA FE,EXPOSURE (UNDETERMINED),19500,-19500,0,0,NO,
18332,2020172161,08/02/2020,06:00 PM,3610 PLEASANT DR,75227,8/C,48V,7,9000,SHED,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,57850,-10000,-10000,37850,N/A,YES
18365,2020177470,08/09/2020,05:22 AM,9332 CHIMNEYSWEEP LN,75243,4/C,17S,10,19016,DWELLING,2,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,202350,-3000,0,199350,N/A,UNK
18346,,08/06/2020,05:03 AM,5333 W KIEST BLVD,75211,6/C-E,52X-E,,,VEHICLE,2020,HYUNDAI SANTA FE,EXPOSURE (UNDETERMINED),19500,-8500,0,11000,NO,
18392,2020190419,08/23/2020,12:26 AM,13000 HILLCREST RD,75240,2/C,15R,11,13610,VEHICLE,2017,BMW X3 SERIES BTM,INCENDIARY,24000,-24000,0,0,,
18367,2020180940,08/13/2020,05:44 AM,900 E HOBSON AVE,75216,6/B,55S,4,5600,VEHICLE,2006,DODGE CARAVAN,INCENDIARY,1500,-1500,0,0,,
18375,2020185015,08/17/2020,01:45 PM,7720 MCCALLUM BLVD,75252,4/C,5M,12,31720,APARTMENTS,3,WOOD,INCENDIARY,4896000,-5000,0,4891000,NO,YES
18362,2020177354,08/09/2020,01:10 AM,316 W DAVIS ST,75208,6/A,54C,1,4201,PLANTER,,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,500,-100,0,400,N/A,
18382,2020187034,08/20/2020,12:09 AM,8907 FILES ST,75217,8/B,59N,5,9202,VEHICLE,1995,LEXUS SC400,INCENDIARY,1000,-300,0,700,NO,
18356,2020179267,08/11/2020,03:57 AM,40899 L B J FRWY WB,75236,6/B,61B-Q,3,16521,VEHICLE,2007,CADI TDS,UNDETERMINED,2500,-1500,0,1000,,
18335,2020174813,08/06/2020,12:56 AM,654 BAYSHORE PL,75217,8/C,69C,5,11701,DWELLING,1,WOOD,UNDETERMINED,137280,-107280,-30000,0,NO,UNK
18400,2020193589,08/28/2020,03:06 AM,372 W LAWSON RD,75253,8/A,70C,8,17004,VEHICLE,2018,TOYOTA TUNDRA,INCENDIARY,35000,-20000,0,15000,NO,NO
18388,2020188284,08/21/2020,02:20 PM,12703 KLEBERG RD,75253,8/A,69A-P,8,17102,CHURCH,1,WOOD,CUTTING WELDING TOO CLOSE TO COMBUSTIBLES,155000,-150000,-5000,0,NO,NO
18401,2020189446,08/22/2020,09:15 PM,515 N LANCASTER RD,75203,6/B,55A,1,2000,APARTMENTS,2,WOOD,UNDETERMINED,273750,-273750,0,0,NO,NO
18333,2020155045,07/12/2020,06:20 PM,5400 NOMAS ST,75212,9/C,42K,6,10601,VEHICLE,2007,CHEVROLET SILVERADO,INCENDIARY,8500,-8500,0,0,,
18372,2020184675,08/17/2020,03:10 AM,4317 MIDDLEFIELD RD,75253,8/C,69X,8,17102,VEHICLE,2015,ACURA ILX,INCENDIARY,11450,-11450,0,0,,
18371,2020184522,08/16/2020,10:28 PM,2810 DORRIS ST,75215,1/B,56H,7,11500,DWELLING,1,WOOD,EQUIPMENT UNATTENDED,154680,-2000,-500,152180,N/A,NO
18447,2020208314,09/15/2020,08:54 AM,2030 WALNUT HILL LN,75229,7/B,22P,6,9900,DUMPSTER,,,UNDETERMINED,1000,-100,0,900,N/A,UNK
18405,2020195010,08/29/2020,03:31 PM,5525 WILLIS AVE,75206,3/C,36S,14,1001,FENCE,,,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,10000,-2500,0,7500,NO,NO
18399,2020187823,08/20/2020,10:52 PM,2820 LOMBARDY LN,75220,7/C,23T,6,7201,TRASH,,,INCENDIARY,0,0,0,0,N/A,NO
18391,2020189916,08/23/2020,12:50 PM,1700 CEDAR SPRINGS RD,75202,1/C,45K,14,1900,APARTMENTS,26,CONCRETE,UNSPECIFIED SHORT CIRCUIT ARC,77689490,-150000,0,77539490,YES,YES
18387,2020188117,08/21/2020,10:19 AM,8417 ELAM RD,75217,8/A,58V,5,9202,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,66540,-15000,0,51540,NO,YES
18353,2020177605,08/09/2020,09:41 AM,4804 HAVERWOOD LN,75287,2/A,4D,12,31714,APARTMENTS,3,WOOD,INCENDIARY,10433703,-2500,0,10431203,YES,YES
18368,2020181534,08/13/2020,08:00 PM,15572 EL ESTADO DR,75248,2/B,6X,11,13607,APARTMENTS,2,WOOD,EQUIPMENT UNATTENDED,4825710,-1200,-100,4824410,NO,NO
18350,2020177170,08/08/2020,08:21 PM,4229 TIOGA ST,75241,5/C,66V,8,20200,SHED,1,,UNDETERMINED,13000,-1000,-3000,9000,N/A,
18373,2020181046,08/13/2020,09:35 AM,12223 CHINA LAKE DR,75253,8/B,69A-D,8,17101,DWELLING,1,WOOD,UNDETERMINED,166000,-10000,-500,155500,NO,NO
18331,2020172165,08/02/2020,06:02 PM,3011 PARK ROW AVE,75215,1/C,46P,7,20300,APARTMENTS,3,WOOD,UNDETERMINED,5259060,-1000,0,5258060,NO,UNK
18377,2020185920,08/18/2020,03:01 PM,3216 CLYDEDALE DR,75220,7/A,23Y,6,7202,DWELLING,1,WOOD,UNDETERMINED,105000,-40000,-5000,60000,N/A,YES
18364,2020180879,08/13/2020,02:24 AM,11330 AMANDA LN,75238,4/A,28P,9,13011,APARTMENTS,2,BRICK,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,18436000,0,0,18436000,N/A,
18342,2020175700,08/07/2020,04:39 AM,2930 SIMPSON STUART RD,75241,5/A,66S,8,16701,COMMERCIAL LOT,,,INCENDIARY,6000,0,0,6000,N/A,
18397,2020192316,08/26/2020,01:05 PM,4314 COLONIAL AVE,75215,1/C,56B,7,4000,DWELLING,1,WOOD,UNDETERMINED,109550,-40000,-10000,59550,N/A,NO
18357,2020180027,08/12/2020,01:09 AM,1235 S BUCKNER BLVD,75217,8/C,58L,5,9301,COMMERCIAL,1,,UNSPECIFIED SHORT CIRCUIT ARC,1677000,-50000,-20000,1607000,NO,YES
18380,,08/19/2020,04:25 AM,4722 REIGER AVE,75246,3/A-E,46F-E,,,VEHICLE,2019,NISSAN ROGUE,EXPOSURE (UNDETERMINED),21000,-1500,0,19500,,
18339,2020174815,08/06/2020,12:58 AM,8702 SHILOH RD,75228,8/C,39W,7,12302,APARTMENTS,2,WOOD,UNDETERMINED,6512000,-25000,-7000,6480000,NO,YES
18384,2020187762,08/20/2020,09:28 PM,220 E OVERTON RD,75216,5/C,64D,4,5902,APARTMENTS,2,WOOD,EQUIPMENT UNATTENDED,7121000,-50000,-10000,7061000,NO,YES
18351,2020177587,08/09/2020,08:56 AM,411 N BECKLEY AVE,75203,6/A,54D,1,4700,COMMERCIAL,2,,UNDETERMINED,291720,-291720,0,0,NO,NO
18402,2020193989,08/27/2020,08:46 PM,10850 WALNUT HILL LN,75238,4/A,28P,10,13007,VEHICLE,2013,DODGE DART,INCENDIARY,3655,-300,0,3355,N/A,UNK
18408,2020196044,08/30/2020,05:58 PM,1916 N CARROLL AVE,75204,3/A,45D,2,800,APARTMENTS,2,WOOD,EQUIPMENT UNATTENDED,0,-300,-500,-800,NO,YES
18352,2020177723,08/09/2020,01:06 PM,2911 E LEDBETTER DR,75216,5/A,66E,4,8704,DUMPSTER,,,UNDETERMINED,2500,-2500,0,0,NO,NO
18359,2020180058,08/12/2020,02:31 AM,3202 SYLVAN AVE,75212,1/C,44K,6,10102,COMMERCIAL,1,,INCENDIARY,100000,-1000,0,99000,NO,NO
18393,2020190404,08/23/2020,11:57 PM,1120 S HIGH HILL PL,75203,5/C,55K,4,8900,APARTMENTS,2,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,10876170,-20,0,10876150,NO,YES
18379,2020186350,08/19/2020,04:25 AM,4722 REIGER AVE,75246,3/A,46F,2,1502,TRASH,,,UNDETERMINED,0,0,0,0,,
18404,2020194553,08/28/2020,02:27 AM,2702 MAIN ST,75226,1/B,45M,2,20400,RESTAURANT,6,MASONRY,FAILURE TO CLEAN,750000,-2000,-8000,740000,NO,YES
18385,2020187564,08/20/2020,05:04 PM,12650 L B J FWY EB,75228,4/C,29W,9,,SHED,1,METAL,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,10100,-2000,-100,8000,NO,NO
18386,2020187334,08/20/2020,12:02 PM,15215 BERRY TRL,75248,2/C,15B,11,13606,APARTMENTS,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,6910000,-20000,-2000,6888000,NO,YES
18348,2020176840,08/08/2020,01:00 PM,1301 MCDONALD ST,75215,1/C,56A,7,4000,VEHICLE,,UNK,UNDETERMINED,0,0,0,0,N/A,
18395,2020191936,08/25/2020,10:41 PM,9756 ROYCE DR,75217,8/B,69K,8,11602,GARAGE,1,WOOD,MISUSE OF MATERIAL OR PRODUCT OTHER,30000,-4500,0,25500,NO,NO
18369,2020182153,08/14/2020,02:13 PM,4517 COLUMBIA AVE,75226,1/C,46F,2,1502,SHED,1,WOOD,UNDETERMINED,222490,-5000,-700,216790,N/A,NO
18366,2020179789,08/11/2020,06:40 PM,815 N BOULEVARD TERRACE,75211,6/C,53D,1,6800,DWELLING,1,WOOD,PLAYING WITH HEAT SOURCE,87000,-40000,-5000,42000,N/A,NO
18358,2020180044,08/12/2020,01:52 AM,2008 GALLAGHER ST,75212,9/C,44J,6,10101,DWELLING,1,WOOD,INCENDIARY,81000,-81000,0,0,NO,NO
18330,2020171492,08/01/2020,09:16 PM,2880 PEAVY RD,75228,8/A,38Y,7,12302,VEHICLE,2003,INFINITY G35,UNDETERMINED,3000,-3000,0,0,,
18410,2020195850,08/30/2020,12:34 PM,3415 PEBBLESHORES DR,75241,5/A,66X,8,16701,GARAGE,1,WOOD,UNDETERMINED,1500,-1000,-500,0,NO,NO
18361,2020177265,08/08/2020,10:35 PM,2801 N CENTRAL EXPY,75204,3/C,35Y,14,701,VEHICLE,2015,NISSAN ROGUE,INCENDIARY,15000,-50,0,14950,N/A,
18349,2020176774,08/08/2020,11:25 AM,1222 CEDAR HAVEN AVE,75216,6/C,55K,4,4900,DWELLING,1,WOOD,UNDETERMINED,75290,-10000,-100,65190,N/A,NO
18347,2020176377,08/07/2020,09:48 PM,2650 N FITZHUGH AVE,75204,3/B,35Z,2,900,APARTMENTS,5,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,25869120,0,0,25869120,YES,YES
18360,2020177265,08/08/2020,10:35 PM,2801 N CENTRAL EXPY,75204,3/C,35Y,14,701,VEHICLE,2020,HYUNDAI ELANTRA,INCENDIARY,20000,0,0,20000,N/A,
18340,2020111257,05/22/2020,07:53 PM,1836 W DAVIS ST,75208,6/C,54A,1,4600,APARTMENTS,3,WOOD,ELECTRICAL MECHANICAL MALFUNCTION OTHER,32230980,-2500,0,32228480,YES,YES
18341,,05/22/2020,07:53 PM,1836 W DAVIS ST,75208,6/C-E,54A-E,,,APARTMENTS,3,WOOD,EXPOSURE (ACCIDENTAL),25000,0,-500,24500,YES,YES
18370,2020181962,08/14/2020,10:10 AM,9450 FOREST SPRINGS DR,75243,4/C,27B,10,7810,APARTMENTS,2,WOOD,EQUIPMENT UNATTENDED,9932230,-3000,-300,9928930,NO,YES
18355,2020178755,08/10/2020,01:51 PM,3679 DILIDO RD,75228,8/B,48B,7,12211,APARTMENTS,2,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,10100000,-2000,0,10098000,NO,YES
18354,2020177916,08/09/2020,05:34 PM,4805 READING ST,75247,9/A,43C,6,10000,WAREHOUSE,1,,UNDETERMINED,1315000,-300000,-250000,765000,YES,NO
18407,2020195413,08/30/2020,12:45 AM,2104 E LEDBETTER DR,75216,5/C,65L,8,8705,VEHICLE,,CHRYSLER 300,UNDETERMINED,6000,-6000,0,0,N/A,NO
18343,,08/06/2020,05:03 AM,5333 W KIEST BLVD,75211,6/C-E,52X-E,,,VEHICLE,2019,DODGE RAM 1500,EXPOSURE (UNDETERMINED),39500,-39500,0,0,NO,
18381,2020186767,08/19/2020,05:11 PM,7421 FRANKFORD RD,75252,2/B,6E,12,31709,APARTMENTS,3,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,64231668,-200,0,64231468,YES,YES
18337,2020174842,08/06/2020,02:16 AM,6585 LAZY RIVER DR,75241,5/C,65T,3,11300,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,155800,-20000,-15000,120800,NO,YES
18338,2020174891,08/06/2020,05:03 AM,5333 W KIEST BLVD,75211,6/C,52X,3,16520,VEHICLE,,UNK,UNDETERMINED,10000,-10000,0,0,N/A,NO
18411,2020197043,08/31/2020,11:13 PM,2311 MARBURG ST,75215,1/B,56C,7,3800,VEHICLE,2001,JEEP GRAND CHEROKEE,INCENDIARY,2000,-2000,0,0,N/A,
18389,2020189235,08/22/2020,05:00 PM,1746 RHOME ST,75229,7/B,22F,6,9900,COMMERCIAL,1,METAL,UNDETERMINED,766000,-25000,0,741000,NO,NO
18345,,08/06/2020,05:03 AM,5333 W KIEST BLVD,75211,6/C-E,52X-E,,,VEHICLE,2019,KIA FORTE,EXPOSURE (UNDETERMINED),19500,-8500,0,11000,NO,
18378,2020186013,08/18/2020,05:07 PM,3737 TIMBERGLEN RD,75287,2/A,4A,12,21634,APARTMENTS,2,WOOD,UNDETERMINED,25509075,-2000000,-90000,23419075,NO,UNK
18376,2020185531,08/18/2020,01:48 AM,6209 BRYAN PKWY,75214,3/C,36Y,14,1102,DWELLING,2,BRICK,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,6000000,-10000,0,5990000,NO,YES
18403,2020194380,08/28/2020,10:35 PM,2835 SOUTHLAND ST,75215,1/B,46Y,7,3800,DWELLING,1,WOOD,UNDETERMINED,67650,-35000,0,32650,N/A,NO
18406,2020195307,08/29/2020,09:52 PM,4833 DOVE CREEK WAY,75232,5/C,64J,3,11001,DWELLING (WINDOW),1,WOOD,INCENDIARY,188370,-1000,0,187370,NO,UNK
18398,2020192610,08/26/2020,07:34 PM,7103 PARKDALE DR,75227,8/C,48S,5,8500,DWELLING,1,WOOD,UNDETERMINED,151000,-75000,-20000,56000,N/A,NO
18374,2020184802,08/17/2020,07:59 AM,16000 BENT TREE FOREST CIR,75248,2/C,5W,11,13620,APARTMENTS,2,WOOD,OPERATIONAL DEFICIANCY OTHER,15025000,-20000,-2500,15002500,NO,YES
18396,2020192010,08/26/2020,01:30 AM,9448 FOREST LN,75243,4/B,17W,10,7810,APARTMENTS,2,WOOD,UNDETERMINED,8474050,-8000,0,8466050,NO,UNK
18409,2020195725,08/30/2020,09:27 AM,9732 LANEYVALE AVE,75217,8/A,59P,5,11800,DWELLING,1,WOOD,UNDETERMINED,75910,-20000,-10000,45910,NO,YES
18390,2020189284,08/22/2020,05:57 PM,2439 LOCKHART AVE,75228,8/B,38V,7,12301,DWELLING,1,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,160000,-2500,0,157500,NO,UNK
18363,2020180716,08/12/2020,08:50 PM,3621 SUNNYVALE ST,75216,5/A,55Z,4,8802,DUMPSTER,,,UNDETERMINED,1000,-50,0,950,N/A,
18383,2020188004,08/21/2020,05:53 AM,3002 MARBURG ST,75215,1/C,46Z,7,3800,VEHICLE,2003,FORD MUSTANG,INCENDIARY,1000,-500,0,500,,
18463,2020212341,09/20/2020,04:44 AM,4914 FOX HILL LN,75232,5/C,64K,4,11002,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,191050,-5000,-2500,183550,NO,NO
18422,2020201838,09/06/2020,11:57 PM,3822 ALTA VISTA LN,75229,7/B,24A,13,9609,DWELLING,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,966000,-150000,-2000,814000,NO,YES
18424,2020202116,09/07/2020,11:23 AM,14500 DALLAS PKWY,75254,2/A,14H,11,13625,APARTMENTS,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,36000000,-15000,0,35985000,NO,YES
18419,2020201054,09/06/2020,12:25 AM,4607 TIMBERGLEN RD,75287,2/A,4C,12,31713,APARTMENTS,3,WOOD,UNDETERMINED,0,0,0,0,N/A,NO
18477,2020216140,09/25/2020,12:22 AM,226 S CLIFF ST,75203,1/B,55F,4,4100,DWELLING,1,WOOD,UNDETERMINED,53690,-53690,0,0,NO,UNK
18439,2020206529,09/12/2020,11:14 PM,13402 NOEL RD,75240,2/B,14R,11,13626,HOTEL,1,CONCRETE,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,21229380,-1000,0,21228380,YES,YES
18452,2020202740,09/08/2020,05:42 AM,C F HAWN WB & JIM MILLER RD,75217,8/C,58N,5,9304,VEHICLE,2004,CHEVROLET AVALANCHE,INCENDIARY,2500,-2500,0,0,N/A,
18470,2020214587,09/22/2020,11:42 PM,18040 MIDWAY RD,75287,2/B,655X,12,31704,VEHICLE,2005,FORD MUSTANG,UNDETERMINED,3700,-3700,0,0,,
18494,2020220717,09/30/2020,05:43 PM,2929 FRANKFORD RD,75287,2/B,3H,12,21637,TRASH CANS,,,INCENDIARY,200,-200,0,0,NO,NO
18446,2020208073,09/14/2020,10:24 PM,2222 N STEMMONS FRWY SERV NB,75207,9/A,44C,6,10000,VEHICLE,1997,CHEV 1500,UNDETERMINED,1500,-400,0,1100,,
18451,2020210540,09/18/2020,01:34 AM,2807 BACHMAN DR,75220,7/A,33C,6,406,APARTMENTS,2,WOOD,MECHANICAL FAILURE MALFUNCTION OTHER,1000000,-1500,0,998500,NO,NO
18420,2020201118,09/06/2020,02:14 AM,1426 RUSSELL GLEN LN,75232,5/A,64N,3,11001,VEHICLE,2004,CHEVROLET CTA,INCENDIARY,6000,-6000,0,0,,
18476,2020216150,09/25/2020,01:01 AM,2315 LAWRENCE ST,75215,1/B,56C,7,3902,DWELLING,1,WOOD,UNDETERMINED,78960,-40000,-1500,37460,NO,NO
18485,2020218265,09/27/2020,03:35 PM,4909 W DAVIS ST,75211,6/B,52C,6,10701,WAREHOUSE,,,UNDETERMINED,93750,0,0,93750,N/A,NO
18487,2020218661,09/28/2020,02:09 AM,11555 JUPITER RD,75218,4/B,38C,9,12800,COMMERCIAL,1,,UNDETERMINED,31000,-10000,-3000,18000,NO,YES
18466,2020213068,09/21/2020,03:14 AM,1424 WINDING BROOK CIR,75208,1/A,44W,1,4400,APARTMENTS,2,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,8605340,-250,-250,8604840,NO,YES
18483,2020217271,09/26/2020,11:55 AM,2515 PERRYTON DR,75233,6/A,53V,3,10804,APARTMENTS,3,WOOD,INCENDIARY,13900000,0,0,13900000,YES,YES
18486,2020218272,09/27/2020,03:40 PM,1202 RIVERWOOD RD,75217,8/B,68B,8,11601,MOBILE HOME,,,UNDETERMINED,750,-500,-250,0,N/A,NO
18455,,09/14/2020,12:54 PM,8444 SPRING VALLEY RD,75240,2/A-E,16L-E,,,VEHICLE,2013,NISSAN PATHFINDER,EXPOSURE (UNDETERMINED),25000,-4000,0,21000,NO,
18431,2020204577,09/10/2020,01:44 PM,2631 KLONDIKE DR,75228,8/C,38V,7,12301,DWELLING,1,WOOD,ELECTRICAL FAILURE MALFUNCTION OTHER,219960,-50000,-5000,164960,NO,YES
18488,2020218851,09/28/2020,11:11 AM,1451 PRATER RD,75217,8/C,69L,8,11602,MOBILE HOME,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,18500,-100,0,18400,NO,NO
18457,2020211426,09/19/2020,02:21 AM,9669 FOREST LN,75243,4/B,17Y,10,19035,APARTMENTS,2,WOOD,UNDETERMINED,18765810,-15000,0,18750810,NO,NO
18436,2020205623,09/11/2020,07:45 PM,6224 HIGHLAND HILLS DR,75241,5/A,66Q,8,20200,DWELLING,1,WOOD,UNDETERMINED,169350,-5000,-500,163850,NO,NO
18480,2020216449,09/25/2020,12:38 PM,3917 SUMMIT RIDGE DR,75216,5/C,64D,4,5902,DWELLING,1,WOOD,UNDETERMINED,115000,-25000,-10000,80000,N/A,NO
18482,2020217700,09/26/2020,09:09 PM,2648 BRENNER DR,75220,7/A,23S,6,9900,COMMERCIAL,1,,UNSPECIFIED SHORT CIRCUIT ARC,293900,-20000,0,273900,NO,NO
18489,2020219072,09/28/2020,03:55 PM,28323 W LYNDON B JOHNSON FWY,75217,8/C,68M,8,11602,VEHICLE,2006,CHEV EXPRESS,INCENDIARY,4000,-3000,-1000,0,,
18423,2020101813,09/06/2020,11:00 PM,5854 PRESTON VIEW BLVD,75240,2/B,15K,11,13615,APARTMENTS,2,WOOD,INCENDIARY,15004500,0,-800,15003700,NO,YES
18448,2020208921,09/16/2020,01:22 AM,3040 PARK LN,75220,7/B,23P,6,9804,VEHICLE,2020,FORD F250,INCENDIARY,43000,-25000,0,18000,,
18461,2020212534,09/20/2020,12:41 PM,2024 LEWISTON AVE,75217,8/A,59C,5,11900,DWELLING,1,WOOD,INCENDIARY,72220,-30,0,72190,NO,NO
18430,2020204303,09/10/2020,03:32 AM,10819 DENTON DR,75220,7/B,23N,6,9900,COMMERCIAL,1,WOOD,INCENDIARY,3480,-1000,-500,1980,NO,NO
18441,2020206643,09/13/2020,03:03 AM,1938 GALLAGHER ST,75212,6/B,44J,6,10101,DWELLING,1,WOOD,UNDETERMINED,37320,-34320,-3000,0,NO,UNK
18474,2020215740,09/24/2020,01:01 PM,5621 SPRING VALLEY RD,75254,2/B,15J,11,13623,APARTMENTS,2,WOOD,EQUIPMENT OVERLOADED,15524690,-3000,-500,15521190,YES,YES
18478,,09/25/2020,12:22 AM,230 S CLIFF ST,75203,1/B-E,55F-E,,,DWELLING,2,WOOD,EXPOSURE (UNDETERMINED),138080,-500,0,137580,NO,UNK
18473,2020215368,09/23/2020,11:20 PM,3600 WHEELER ST,75209,9/A,34R,2,601,APARTMENTS,4,,UNDETERMINED,0,0,0,0,YES,
18426,2020203006,09/08/2020,01:53 PM,4943 LOMAX DR,75228,8/A,48K,7,12204,DUPLEX,2,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,165000,-7000,-7000,151000,NO,YES
18444,2020207577,09/14/2020,09:18 AM,2978 S LEDBETTER DR,75211,9/A,52W,3,16520,VEHICLE,2014,CHEVY SILVERADO,INCENDIARY,12000,-500,0,11500,N/A,
18471,,09/22/2020,11:42 PM,18040 MIDWAY RD,75287,2/B-E,655X-E,,,VEHICLE,2014,HYUN ACCENT,EXPOSURE (UNDETERMINED),3700,-3700,0,0,,
18442,2020206579,09/13/2020,12:49 AM,2242 GARDEN DR,75215,1/B,56C,7,3902,DWELLING,1,WOOD,INCENDIARY,39000,-20000,-7000,12000,NO,NO
18475,2020215985,09/24/2020,06:51 PM,2441 S LLEWELLYN AVE,75224,6/B,54U,4,6200,DWELLING,1,WOOD,MECHANICAL FAILURE MALFUNCTION OTHER,178170,-3500,0,174670,NO,NO
18437,2020206487,09/12/2020,10:16 PM,650 REGAL ROW,75247,4/B,32V,6,10000,VEHICLE,,PENSKE,MECHANICAL FAILURE MALFUNCTION OTHER,200000,-200000,0,0,NO,NO
18450,2020209707,09/17/2020,01:18 AM,6044 E LOVERS LN,75206,4/C,36B,14,7913,APARTMENTS,3,WOOD,MECHANICAL FAILURE MALFUNCTION OTHER,29808080,0,-25000,29783080,YES,YES
18427,2020188809,08/22/2020,04:58 AM,2300 DOWDY FERRY RD,75217,8/A,68R,8,17102,VEHICLE,2003,CHEVROLET AVALANCHE,INCENDIARY,2159,-1800,0,359,N/A,
18416,2020199171,09/03/2020,06:02 PM,715 BONNIE VIEW RD,75203,6/B,55G,4,8900,TRASH,,,INCENDIARY,5,-5,0,0,N/A,NO
18421,2020201251,09/06/2020,07:59 AM,10365 SANDEN DR,75238,4/B,28K,10,18506,MANUFACTURE,1,,MECHANICAL FAILURE MALFUNCTION OTHER,2501160,0,-35000,2466160,YES,YES
18465,2020212553,09/20/2020,01:07 PM,3523 MAYBETH ST,75212,9/A,42L,6,10601,TRASH CURBSIDE,,,INCENDIARY,0,0,0,0,,
